Name,NameC,Category,CategoryIndex,Cmd,ObjectCode,DataType,Access,LowerLimit,UpperLimit,DefaultValue,Unit,VariableName,NonVolatile,DriveStatus,Effective,Public,Transform,402Index,402SubIndex,402ObjectCode,402DataType,402LowerLimit,402UpperLimit,402DefaultValue,402Unit,Description,InternalNotes,PDOMapping,ModbusStartAddress,ModbusLength,正确性,备注,ParamsType
Encoder2 Baudrate,编码器2通讯波特率,ExternalDevice,37,,Val,UNS32,RW,0,4294967295,2500000,bps,enc2_baudrate,Y,Disabled,重启,Y,1,0x3541,0x00,Val,UNS32,0,4294967295,2500000,bit/s,625000: 0.625 MHz 1250000: 1.25 MHz 2500000: 2.5 MHz 5000000: 5.0 MHz,https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,97,2,,,编码器参数
Encoder2 Zero Bits,编码器2通讯零位,ExternalDevice,38,,Val,UNS8,RW,0,36,0,-,enc2_zero_bits,Y,Disabled,重启,Y,1,0x3543,0x00,Val,UNS8,0,36,0,-,,,,99,1,,,编码器参数
Encoder2 Ack Bits,编码器2应答位数,ExternalDevice,39,,Val,UNS8,RW,0,36,0,-,enc2_ack_bits,Y,Disabled,重启,Y,1,0x3552,0x00,Val,UNS8,0,36,0,-,,https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,378,1,,,编码器参数
Encoder2 Error Warning Bits,编码器2错误警告位数,ExternalDevice,40,,Val,UNS8,RW,0,36,2,-,enc2_error_bits,Y,Disabled,重启,Y,1,0x3553,0x00,Val,UNS8,0,36,2,-,,https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,379,1,,,编码器参数
Encoder2 Crc Bits,编码器2CRC校验位数,ExternalDevice,41,,Val,UNS8,RW,0,36,6,-,enc2_crc_bits,Y,Disabled,重启,Y,1,0x3554,0x00,Val,UNS8,0,36,6,-,,,,380,1,,,编码器参数
Encoder2 Crc Poly,编码器2CRC校验多项式,ExternalDevice,42,,Val,UNS32,RW,0,4294967295,67,-,enc2_crc_poly,Y,Disabled,重启,Y,1,0x3555,0x00,Val,UNS32,0,4294967295,67,-,,,,382,2,,,编码器参数
Encoder2 Error Active Level,编码器2错误应答电平,ExternalDevice,43,,Val,UNS8,RW,0,2,2,-,enc2_error_active_level,Y,Disabled,重启,Y,1,0x3556,0x00,Val,UNS8,0,2,2,-,"0: 0 
1: 1 
2: None",https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,383,1,,,编码器参数
Encoder2 Data Encoding Format,编码器2数据编码格式,ExternalDevice,44,,Val,UNS8,RW,0,1,0,-,enc2_data_coding_format,Y,Disabled,重启,Y,1,0x3557,0x00,Val,UNS8,0,1,0,-,"0: 二进制 
1: 格雷码",https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,384,1,,,编码器参数
Encoder2 Control Word Status,编码器2控制字状态,ExternalDevice,45,,Val,UNS8,RW,0,2,0,-,enc2_control_word_status,Y,Disabled,重启,Y,1,0x35BA,0x02,Struct,UNS8,0,2,0,-,"0: 0 
1: 1 
2: None",https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,848,1,,,编码器参数
Encoder2 Protocol Total Bits,编码器2协议数据总位数（bit）,ExternalDevice,46,,Val,UNS8,RW,0,255,32,bit,enc2_protocol_total_bits,Y,Disabled,重启,Y,1,0x35BA,0x03,Struct,UNS8,0,255,32,-,,https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,849,1,,,编码器参数
Encoder2 Position LSB Number,编码器2位置数据LSB位置（bit）,ExternalDevice,47,,Val,UNS8,RW,0,255,8,bit,enc2_positon_lsb_num,Y,Disabled,重启,Y,1,0x35BA,0x04,Struct,UNS8,0,255,8,-,,https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,850,1,,,编码器参数
Encoder2 Error Bit Number,编码器2错误位位置（bit）,ExternalDevice,48,,Val,UNS8,RW,0,255,7,bit,enc2_error_bit_num,Y,Disabled,重启,Y,1,0x35BA,0x06,Struct,UNS8,0,255,7,bit,,https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,852,1,,,编码器参数
Encoder2 Data Polling Time,编码器2数据轮询时间（TS）,ExternalDevice,49,,Val,UNS8,RW,0,7,0,-,enc2_data_polling_time,Y,Disabled,重启,Y,1,0x35BA,0x07,Struct,UNS8,0,7,0,bit,,https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,853,1,,,编码器参数
Encoder2 Temperature Threshold,编码器2温度保护阈值,ExternalDevice,50,,Val,UNS8,RW,0,255,0,℃,enc2_temp_threshold,Y,Disabled,重启,Y,1,0x35BA,0x09,Struct,UNS8,0,255,0,,,,,855,1,,,编码器参数
Pulse Output Mode,脉冲输出模式,ExternalDevice,51,,Val,UNS8,RW,0,2,0,-,pulse_output_mode,Y,Enabled|Disabled,立即,Y,1,0x35EE,0x00,Val,UNS8,0,2,0,,"0：关闭脉冲输出，
1：正交输出+软件Z相，
2：正交输出+硬件Z相",https://hs9e67ygio.feishu.cn/wiki/wikcnk4L7t8hj6WPOpTNp47seCe?from=from_copylink,,968,1,,,脉冲分频输出参数
Pulse Output Frequency Division,脉冲输出分频系数,ExternalDevice,52,,Val,UNS16,RW,1,65535,1,-,pulse_output_freq_div,Y,Enabled|Disabled,立即,Y,1,0x35EF,0x00,Val,UNS16,1,65535,1,,,,,968,1,,,脉冲分频输出参数
Encoder1 Glitch Filter Coefficient,编码器1毛刺滤波系数,ExternalDevice,53,,Val,UNS32,RW,0,4294967295,0,-,enc1_glitch_filter_coef,Y,Disabled,重启,Y,1,0x3606,0x00,Val,UNS32,0,4294967295,0,,"0：关闭滤波
1~4294967295：滤波系数",https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc#doxcnsmauQ8SemykO2Z80jJoc0f,,1010,2,,,编码器参数
Encoder2 Glitch Filter Coefficient,编码器2毛刺滤波系数,ExternalDevice,54,,Val,UNS32,RW,0,4294967295,0,-,enc2_glitch_filter_coef,Y,Disabled,重启,Y,1,0x3607,0x00,Val,UNS32,0,4294967295,0,,"0：关闭滤波
1~4294967295：滤波系数",https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc#doxcnsmauQ8SemykO2Z80jJoc0f,,1012,2,,,编码器参数
Pulse Capture Glitch Filter Coefficient,脉冲捕获毛刺滤波系数,ExternalDevice,55,,Val,UNS32,RW,0,4294967295,0,-,pulse_capture_glitch_filter_coef,Y,Enabled|Disabled,立即,Y,1,0x3608,0x00,Val,UNS32,0,4294967295,0,,"0：关闭滤波
1~4294967295：滤波系数",https://hs9e67ygio.feishu.cn/wiki/wikcnadoYsAoShVPxSiRoK4HFzd#doxcn2oCwa2yUUAoyQPadbsleWh,,1014,2,,,脉冲控位置模式参数
Pulse Output Resolution,脉冲输出分辨率,ExternalDevice,56,,Val,INTEGER32,RW,-2147483648,2147483647,1024,LPR/LPP,pulse_output_resolution,Y,Enabled|Disabled,立即,Y,1,0x3621,0x00,Val,INTEGER32,-2147483648,2147483647,1024,,最大4倍频脉冲输出。设置负数即反方向脉冲。,https://hs9e67ygio.feishu.cn/wiki/wikcnk4L7t8hj6WPOpTNp47seCe?from=from_copylink,,1052,2,,,脉冲分频输出参数
Pulse Capture Channel,脉冲捕获通道,ExternalDevice,57,,Val,UNS8,RW,0,255,0,-,pulse_capture_channel,Y,Enabled|Disabled,立即,Y,1,0x3624,0x00,Val,UNS8,0,255,0,,"0：高速输入
1：低速输入",https://hs9e67ygio.feishu.cn/wiki/wikcnadoYsAoShVPxSiRoK4HFzd#doxcnUOiWQ6eaO0ekHO3jOXteNA,,1056,1,,,脉冲控位置模式参数
Position Feedback Attribute,位置反馈属性,ExternalDevice,58,,Val,UNS32,RW,0,4294967295,0,-,position_fb_attr,Y,Enabled|Disabled,立即,N,1,0x363C,0x00,Val,UNS32,-,-,-,,,,,1097,2,,,位置模式参数
Encoder1 Signal Type,编码器1信号类型,ExternalDevice,59,,Val,UNS8,RW,0,1,0,-,enc1_signal_type,Y,Disabled,重启,Y,1,0x364E,0x00,Val,UNS8,0,1,0,,"0：差分
1：单端",https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,1126,1,,,编码器参数
Encoder2 Signal Type,编码器2信号类型,ExternalDevice,60,,Val,UNS8,RW,0,1,0,-,enc2_signal_type,Y,Disabled,重启,Y,1,0x364F,0x00,Val,UNS8,0,1,0,,"0：差分
1：单端",https://hs9e67ygio.feishu.cn/wiki/wikcnCiTgrUYCvosocErK6CJtCc?from=from_copylink,,1127,1,,,编码器参数
ADC User Voltage Lower Limit,ADC用户电压下限,ExternalDevice,61,,Val,REAL32,RW,drive_param_.adc_hw_voltage_lower_limit,drive_param_.adc_hw_voltage_upper_limit,-10,,adc_user_voltage_lower_limit,Y,Disabled,立即,Y,1,0x3652,0x00,Val,INTEGER32,#VALUE!,#VALUE!,-10,mV,,https://hs9e67ygio.feishu.cn/wiki/wikcn9ROIQLcfvG959e6AlYSVEb?from=from_copylink,,1133,2,疑问,无法计算402Upplimit和402Lowlimit,模拟量控制模式参数
ADC User Voltage Upper Limit,ADC用户电压上限,ExternalDevice,62,,Val,REAL32,RW,drive_param_.adc_hw_voltage_lower_limit,drive_param_.adc_hw_voltage_upper_limit,10,,adc_user_voltage_upper_limit,Y,Disabled,立即,Y,1,0x3653,0x00,Val,INTEGER32,#VALUE!,#VALUE!,10,mV,,https://hs9e67ygio.feishu.cn/wiki/wikcn9ROIQLcfvG959e6AlYSVEb?from=from_copylink,,1135,2,疑问,无法计算402Upplimit和402Lowlimit,模拟量控制模式参数
Encoder Divided Pulse Output Zero Duration,编码器分频脉冲输出Z相持续时间,ExternalDevice,63,,Val,UNS32,RW,100,100000,100,us,encoder_divided_pulse_output_zero_duration,Y,Enabled|Disabled,立即,Y,1,0x365F,0x00,Val,UNS32,100,100000,100,us,输出脉冲的Z相持续的时间,https://hs9e67ygio.feishu.cn/wiki/wikcnk4L7t8hj6WPOpTNp47seCe?from=from_copylink,,1197,2,,,脉冲分频输出参数
Incremental Encoder Wire Saving Type,增量编码器省线式类型,ExternalDevice,64,,Val,UNS8,RW,0,3,0,-,inc_enc_wire_saving_type,Y,Disabled,重启,Y,1,0x3661,0x00,Val,UNS8,0,3,0,,"bit0 编码器1是否为省线式
bit1 编码器2是否为省线式",https://hs9e67ygio.feishu.cn/wiki/wikcnkEfcwlg2SvYFYvJEIjELrb#doxcnQEqSYQEMEc28UPbgHRPfZb,,1200,1,,,编码器参数
Resolver1 Channel1 Pole Pairs,旋转变压器1通道1极对数,ExternalDevice,65,,Val,UNS8,RW,1,255,1,-,resolver1_ch1_pole_pairs,Y,Disabled,重启,Y,1,0x3663,0x01,Struct,UNS8,1,255,1,,,,,1221,1,,,编码器参数
Resolver1 Channel1 Multiplication Factor,旋转变压器1通道1乘法因子,ExternalDevice,66,,Val,UNS8,RW,2,255,12,-,resolver1_ch1_multiplication_factor,Y,Disabled,重启,Y,1,0x3663,0x02,Struct,UNS8,2,255,12,,,,,1222,1,,,编码器参数
Resolver1 Channel1 Excitation Signal Frequency,旋转变压器1通道1激励信号频率,ExternalDevice,67,,Val,UNS32,RW,1,4294967295,10000,-,resolver1_ch1_excitation_signal_freq,Y,Disabled,重启,Y,1,0x3663,0x03,Struct,UNS32,1,4294967295,10000,,,,,1224,2,,,编码器参数
Resolver1 Channel2 Pole Pairs,旋转变压器1通道2极对数,ExternalDevice,68,,Val,UNS8,RW,1,255,1,-,resolver1_ch2_pole_pairs,Y,Disabled,重启,Y,1,0x3663,0x04,Struct,UNS8,1,255,1,,,,,1225,1,,,编码器参数
Resolver1 Channel2 Multiplication Factor,旋转变压器1通道2乘法因子,ExternalDevice,69,,Val,UNS8,RW,2,255,12,-,resolver1_ch2_multiplication_factor,Y,Disabled,重启,Y,1,0x3663,0x05,Struct,UNS8,2,255,12,,,,,1226,1,,,编码器参数
Resolver1 Channel2 Excitation Signal Frequency,旋转变压器1通道2激励信号频率,ExternalDevice,70,,Val,UNS32,RW,1,4294967295,10000,,resolver1_ch2_excitation_signal_freq,Y,Disabled,重启,Y,1,0x3663,0x06,Struct,UNS32,1,4294967295,10000,,,,,1228,2,,,编码器参数
Resolver2 Channel1 Pole Pairs,旋转变压器2通道1极对数,ExternalDevice,71,,Val,UNS8,RW,1,255,1,,resolver2_ch1_pole_pairs,Y,Disabled,重启,Y,1,0x3664,0x01,Struct,UNS8,1,255,1,,,,,1229,1,,,编码器参数
Resolver2 Channel1 Multiplication Factor,旋转变压器2通道1乘法因子,ExternalDevice,72,,Val,UNS8,RW,2,255,12,,resolver2_ch1_multiplication_factor,Y,Disabled,重启,Y,1,0x3664,0x02,Struct,UNS8,2,255,12,,,,,1230,1,,,编码器参数
Resolver2 Channel1 Excitation Signal Frequency,旋转变压器2通道1激励信号频率,ExternalDevice,73,,Val,UNS32,RW,1,4294967295,10000,,resolver2_ch1_excitation_signal_freq,Y,Disabled,重启,Y,1,0x3664,0x03,Struct,UNS32,1,4294967295,10000,,,,,1232,2,,,编码器参数
Resolver2 Channel2 Pole Pairs,旋转变压器2通道2极对数,ExternalDevice,74,,Val,UNS8,RW,1,255,1,,resolver2_ch2_pole_pairs,Y,Disabled,重启,Y,1,0x3664,0x04,Struct,UNS8,1,255,1,,,,,1233,1,,,编码器参数
Resolver2 Channel2 Multiplication Factor,旋转变压器2通道2乘法因子,ExternalDevice,75,,Val,UNS8,RW,2,255,12,,resolver2_ch2_multiplication_factor,Y,Disabled,重启,Y,1,0x3664,0x05,Struct,UNS8,2,255,12,,,,,1234,1,,,编码器参数
Resolver2 Channel2 Excitation Signal Frequency,旋转变压器2通道2激励信号频率,ExternalDevice,76,,Val,UNS32,RW,1,4294967295,10000,,resolver2_ch2_excitation_signal_freq,Y,Disabled,重启,Y,1,0x3664,0x06,Struct,UNS32,1,4294967295,10000,,,,,1236,2,,,编码器参数
Phase Current Offset,相电流偏移值,ExternalDevice,77,,Array,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,ADC,phase_current_offset[3],Y,,,Y,1,0x3668,,Array,INTEGER32,-2147483648,2147483647,0,,,,,,,疑问,生效时刻？modbus地址？,相电流校准参数
Position Loop Frequency,位置环运行频率,Control,1,,Val,UNS32,RW,0,4294967295,20000,-,position_loop_freq,Y,Disabled,,Y,1,0x3560,0x00,Val,UNS32,0,4294967295,20000,-,,,,399,2,疑问,生效时刻？,基本控制参数
Current Loop Control Algorithm,电流环控制算法,Control,2,,Val,UNS8,RW,0,1,0,-,current_loop_control_algo,Y,Disabled,,Y,1,0x3599,0x00,Val,UNS8,0,1,0,-,,,,561,1,疑问,生效时刻？,基本控制参数
Position Loop Control Algorithm,位置环控制算法,Control,3,,Val,UNS8,RW,0,1,0,-,position_loop_control_algo,Y,Disabled,,Y,1,0x35C6,0x00,Val,UNS8,0,1,0,,,,,912,1,疑问,生效时刻？,基本控制参数
Current Controller Gain,电流控制器增益,Control,4,,Val,UNS32,RW,0,4294967295,100,-,current_controller_gain,Y,Enabled|Disabled,立即,Y,1,0x350A,0x00,Val,UNS32,0,4294967295,100,无量纲,,https://hs9e67ygio.feishu.cn/wiki/wikcnFyvupcXum5yzfAMrOQ6aZd?from=from_copylink,,25,2,,,基本控制参数
Position Controller Gain,位置控制器增益,Control,5,,Val,UNS32,RW,0,4294967295,100,-,position_controller_gain,Y,Enabled|Disabled,立即,Y,1,0x3509,0x00,Val,UNS32,0,4294967295,100,无量纲,,https://hs9e67ygio.feishu.cn/wiki/wikcnFyvupcXum5yzfAMrOQ6aZd?from=from_copylink,,23,2,,,基本控制参数
Speed Observer Bandwidth,速度观测器带宽,Control,6,,Val,UNS32,RW,0,4294967295,400,Hz,speed_observer_bw,Y,Enabled|Disabled,立即,Y,1,0x3530,0x00,Val,UNS32,0,4294967295,400,无量纲,,https://hs9e67ygio.feishu.cn/wiki/wikcnMSgcxS6MYm5D8XDKDmCS3d?from=from_copylink,,68,2,,,基本控制参数
Position Velocity FeedForward,位置速度前馈,Control,7,,Val,UNS32,RW,0,4294967295,100,-,position_velocity_ff,Y,Enabled|Disabled,立即,Y,1,0x3511,0x00,Val,UNS32,0,4294967295,100,无量纲,,https://hs9e67ygio.feishu.cn/wiki/wikcnMSgcxS6MYm5D8XDKDmCS3d?from=from_copylink,,31,2,,,基本控制参数
Position Acceleration FeedForward,位置加速度前馈,Control,8,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,-,position_acc_ff,Y,Enabled|Disabled,立即,Y,1,0x3512,0x00,Val,UNS32,0,4294967295,0,无量纲,,,,33,2,,,基本控制参数
Static Friction Current,静摩擦对应的力矩电流,Control,9,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,A,static_friction_current,Y,Enabled|Disabled,立即,Y,1,0x3531,0x00,Val,UNS32,0,4294967295,0,mA,,,,70,2,,,补偿功能参数
Smoothing Factor,平滑系数,Control,10,,Val,UNS32,RW,1,1000,1,-,smoothing_factor,Y,Enabled|Disabled,立即,Y,1,0x3534,0x00,Val,UNS32,1,1000,1,无量纲,"根据不同的滤波类型取值不同。
TD滤波：1~1000
滑动均值滤波：20~512（0.2~51.2ms）",https://hs9e67ygio.feishu.cn/wiki/wikcnTY8QGVpOUfMnpRZW7UzBFh?from=from_copylink,,75,2,,,基本控制参数
Inertia Adaptive Gain,惯量自适应增益,Control,11,,Val,UNS32,RW,0,4294967295,0,-,inertia_adaptive_gain,Y,Enabled|Disabled,立即,Y,1,0x3549,0x00,Val,UNS32,0,4294967295,0,-,,,,366,2,,,基本控制参数
Inertia Adaptive LPF Cutoff Frequency,惯量自适应低通滤波截止频率,Control,12,,Val,UNS32,RW,0,40000,20,Hz,inertia_adaptive_freq,Y,Enabled|Disabled,立即,Y,1,0x354A,0x00,Val,UNS32,0,40000,20,HZ,,,,368,2,,,基本控制参数
Torque Ripple Compensation Enable,转矩脉动补偿开关,Control,13,,Val,UNS8,RW,0,1,0,-,torque_ripple_comp_enable,Y,Enabled|Disabled,立即,Y,1,0x3559,0x00,Val,UNS8,0,1,0,-,"0：关闭
1：打开",https://hs9e67ygio.feishu.cn/wiki/wikcnd2T3TU1rlfMzzeMoAnZXyf?from=from_copylink,,387,1,,,辨识功能参数
Friction Compensation Enable,摩擦补偿开关,Control,14,,Val,UNS8,RW,0,1,0,-,friction_comp_enable,Y,Enabled|Disabled,立即,Y,1,0x355A,0x00,Val,UNS8,0,1,0,-,"0：关闭
1：打开",https://hs9e67ygio.feishu.cn/wiki/wikcnt7EyadNBWU7d7L346WXpmc?from=from_copylink,,388,1,,,辨识功能参数
Field Weakening Control Current,弱磁控制电流,Control,15,,Val,INTEGER32,RW,-2147483648,2147483647,0,mA,fwc_current,Y,Enabled|Disabled,立即,Y,1,0x3586,0x00,Val,INTEGER32,-2147483648,2147483647,0,mA,设置弱磁控制电流为负值时，可提高电机极限速度；设置弱磁电流为正值时，可降低电机极限速度。,https://hs9e67ygio.feishu.cn/wiki/wikcnagrK2lKixFtHtrIXigujRe?from=from_copylink,,520,2,,,弱磁控制参数
Position Feedback Mapping,位置反馈映射,Control,16,,Val,UNS8,RW,0,4,1,-,position_fb_mapping,Y,Disabled,,Y,1,0x35C7,0x01,Struct,UNS8,0,4,1,-,,,,913,1,错误,402字典子索引与modbus地址表中不一致，需要确认，生效时刻？,
Velocity Feedback Mapping,速度反馈映射,Control,17,,Val,UNS8,RW,0,4,1,-,velocity_fb_mapping,Y,Disabled,重启,Y,1,0x35C8,0x02,Struct,UNS8,0,4,1,-,设置速度反馈映射后需要保存复位才会生效。,https://hs9e67ygio.feishu.cn/wiki/wikcnMSgcxS6MYm5D8XDKDmCS3d?from=from_copylink,,914,1,错误,402字典子索引与modbus地址表中不一致，需要确认，生效时刻？,
Elec Angle Feedback Mapping,电角度反馈映射,Control,18,,Val,UNS8,RW,0,4,1,-,elec_angle_fb_mapping,Y,Disabled,,Y,1,0x35C9,0x03,Struct,UNS8,0,4,1,-,,,,915,1,错误,402字典子索引与modbus地址表中不一致，需要确认，生效时刻？,
Motor Position Feedback Direction,电机端位置反馈方向,Control,19,,Val,INTEGER8,RW,0,127,1,-,motor_position_fb_direction,Y,Disabled,,Y,1,0x359A,0x01,Struct,INTEGER8,0,127,1,-,,,,563,1,错误,402字典子索引与modbus地址表中不一致，需要确认，生效时刻,
Load Position Feedback Direction,负载端位置反馈方向,Control,20,,Val,INTEGER8,RW,-128,127,1,-,load_position_fb_direction,Y,Disabled,,Y,1,0x359A,0x02,Struct,INTEGER8,-128,127,1,-,,,,564,1,错误,402字典子索引与modbus地址表中不一致，需要确认，生效时刻,
Motor Position Feedback Resolution,电机端位置反馈分辨率,Control,21,,Val,UNS32,RO,0,4294967295,4096,p,motor_position_fb_res,Y,Enabled|Disabled,只读,Y,1,0x35CA,0x00,Val,UNS32,0,4294967295,4096,,,,,917,2,疑问,生效时刻？,
Load Position Feedback Resolution,负载端位置反馈分辨率,Control,22,,Val,UNS32,RO,0,4294967295,4096,p,load_position_fb_res,Y,Enabled|Disabled,只读,Y,1,0x608F,0x01,Struct,UNS32,0,4294967295,4096,,,,,61525,2,疑问,生效时刻？,
Hall State Electrical Angle Table,霍尔状态对应电角度表,Control,23,,Array,UNS8,RW,0,5,0,-,hall_state_elec_angle_table[8],Y,Disabled,立即,Y,1,0x35A2,,Array,UNS8,0,5,0,-,,,,733,1,,,霍尔参数
Zero Pulse Electrical Angle,Z相对应电角度,Control,24,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,rad,zero_pulse_elec_angle,Y,Disabled,立即,Y,1000,0x35A3,0x00,Val,UNS32,0,4294967295,0,-,,,,743,2,,,编码器参数
Electrical Angle Offset,电角度偏移值,Control,25,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,rad,elec_angle_offset,Y,Disabled,立即,Y,1000,0x35A4,0x00,Val,UNS32,0,4294967295,0,-,,,,745,2,,,编码器参数
Torque Ripple Compensation Table,转矩脉动补偿表,Control,26,,Array,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,-,torque_ripple_comp_table[360],N,Enabled|Disabled,立即,N,1,,,,,-,-,-,,,,,,,,,
Force Torque Feedforward,力-力矩控制前馈系数,Control,27,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,A/ADC,force_torque_feedforward,Y,Enabled|Disabled,立即,Y,1,0x35CB,0x00,Val,INTEGER32,-2147483648,2147483647,0,,"电流控制模式开环控制时，设置为1；
电流控制模式闭环控制时，认为模拟量反馈与当前电流呈线性关系。",https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnkwOKM64GOycMiIs137YgHb,,919,2,,,力控模式参数
Force Torque Kp,力-力矩控制比例系数,Control,28,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,-,force_torque_kp,Y,Enabled|Disabled,立即,Y,1,0x35CC,0x00,Val,INTEGER32,-2147483648,2147483647,0,,调节力控的响应速度,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnu6c6e4mo2mE0E9QQKvAaec,,921,2,,,力控模式参数
Force Torque Ki,力-力矩控制积分系数,Control,29,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,-,force_torque_ki,Y,Enabled|Disabled,立即,Y,1,0x35CD,0x00,Val,INTEGER32,-2147483648,2147483647,0,,调节力控的精度,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnOuuGqO0YeWiKIRpnZEmdLd,,923,2,,,力控模式参数
Force Position Impedance K,力-位置阻抗控制系数K,Control,30,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,-,force_position_impedance_k,Y,Enabled|Disabled,立即,Y,1,0x3588,0x01,,INTEGER32,-2147483648,2147483647,0,,,,,524,2,疑问,402ObjectCode是val？,力控模式参数
Force Position Impedance B,力-位置阻抗控制系数B,Control,31,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,-,force_position_impedance_b,Y,Enabled|Disabled,立即,Y,1,0x3588,0x02,Val,INTEGER32,-2147483648,2147483647,0,,,,,526,2,疑问,402ObjectCode是val？,力控模式参数
Force Position Impedance M,力-位置阻抗控制系数M,Control,32,,Val,REAL32,RW,1,3.40282347e+38,1,-,force_position_impedance_m,Y,Enabled|Disabled,立即,Y,1,0x3588,0x03,Val,INTEGER32,1,2147483647,1,,,,,528,2,疑问,402ObjectCode是val？,力控模式参数
Force Position Admittance K,力-位置导纳控制系数K,Control,33,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,-,force_position_admittance_k,Y,Enabled|Disabled,立即,Y,1,0x3592,0x01,Val,INTEGER32,-2147483648,2147483647,0,,相当于劲度系数,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnmuMKOAI6CYUgPHNiuzP6o6,,545,2,疑问,402ObjectCode是val？,力控模式参数
Force Position Admittance B,力-位置导纳控制系数B,Control,34,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,-,force_position_admittance_b,Y,Enabled|Disabled,立即,Y,1,0x3592,0x02,Val,INTEGER32,-2147483648,2147483647,0,,相当于阻尼系数,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnwK6AksaOUwyYQvomClhQUc,,547,2,疑问,402ObjectCode是val？,力控模式参数
Force Position Admittance M,力-位置导纳控制系数M,Control,35,,Val,REAL32,RW,1,3.40282347e+38,1,-,force_position_admittance_m,Y,Enabled|Disabled,立即,Y,1,0x3592,0x03,Val,INTEGER32,1,2147483647,1,,相当于质量系数,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcnYkMgS6kCcC6IklfR4C7Oke,,549,2,疑问,402ObjectCode是val？,力控模式参数
Force Sensor LPF Cutoff Frequency,力传感器低通滤波截止频率,Control,36,,Val,UNS32,RW,0,4294967295,0,Hz,force_sensor_cutoff_freq,Y,Disabled,立即,Y,1,0x3593,0x00,Val,UNS32,0,4294967295,0,,,,,551,2,,,力控模式参数
Force Torque Unit Index,力-力矩控制单位指数,Control,37,,Val,INTEGER8,RW,-6,0,-3,-,force_torque_unit_index,Y,Enabled|Disabled,立即,Y,1,0x35FB,0x00,Val,INTEGER8,-6,0,-3,,用于设置单位指数，例如标准单位是A/unit，设置此参数为-3，则相关的参数单位会变成(10^-3)*A/unit。,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF#doxcn422eo64C8umiesyuiFrncg,,992,1,,,力控模式参数
